record_id	revolving_util	age	past_due	debt_ratio	income	lines	real_estate	dependents	label
89	12	1	1	15	0	10	2	2	0
90	13	1	1	3	10	4	0	2	0
91	10	6	0	5	14	5	0	3	0
92	13	10	0	11	15	10	3	3	0
93	4	12	0	10	0	10	1	1	0
94	12	7	0	7	15	9	2	0	0
95	14	4	0	5	3	1	0	0	0
96	12	5	0	12	6	7	1	1	0
97	6	10	0	11	13	10	1	2	0
98	12	10	0	3	14	7	0	0	0
99	1	13	0	4	13	6	1	0	0
100	9	1	0	10	3	13	0	0	0
101	8	7	0	15	12	13	3	2	1
102	1	10	0	11	7	5	1	0	0
103	2	13	0	1	3	10	0	1	0
104	5	12	0	4	8	13	0	0	0
105	14	3	0	15	0	3	1	3	0
106	2	1	0	6	1	1	0	0	0
107	0	4	0	4	13	7	1	0	0
108	6	7	0	11	6	12	1	1	0
109	2	5	0	14	4	7	2	2	0
110	10	10	0	13	7	12	2	1	0
111	2	13	0	2	10	6	1	0	0
112	8	0	0	9	11	6	1	0	0
113	10	4	0	13	5	7	1	1	0
114	1	14	0	1	7	10	0	1	0
115	12	4	0	13	10	10	1	3	0
116	6	12	0	4	15	6	2	2	0
117	1	1	0	1	0	4	0	0	0
118	14	4	1	2	13	4	0	2	0
119	9	14	0	15	6	12	2	0	1
120	11	8	0	11	11	4	2	0	1
121	11	5	0	15	2	12	3	0	0
122	12	10	0	8	14	9	2	0	0
123	12	4	0	14	9	6	2	2	0
124	0	12	1	5	9	13	1	0	0
125	12	6	0	15	5	6	2	1	0
126	5	7	0	10	7	10	1	0	0
127	7	5	1	13	7	6	2	0	0
128	1	4	0	12	4	4	2	0	0
129	11	15	0	11	7	11	1	0	0
130	3	7	0	15	7	13	3	1	1
131	0	13	0	7	12	8	2	0	0
132	6	10	0	7	13	10	1	1	0
133	7	5	0	10	12	5	1	2	0
134	1	8	0	2	13	8	1	0	0
135	13	9	1	1	15	3	0	1	0
136	4	6	0	12	15	10	3	3	0
137	5	12	0	10	6	4	2	1	0
138	6	10	0	1	5	1	0	0	0
139	1	15	0	1	5	12	0	0	0
140	6	7	0	11	5	7	1	2	0
141	11	2	1	6	4	8	0	0	0
142	14	3	0	3	6	2	0	3	0
143	6	1	0	1	2	1	0	0	0
144	12	12	0	4	15	1	1	0	0
145	10	4	0	10	2	7	1	0	1
146	12	10	0	15	0	1	1	1	0
147	7	7	0	6	6	5	0	2	0
148	14	0	0	2	4	1	0	0	0
149	0	8	0	12	8	7	1	0	0
150	2	15	0	0	13	0	0	0	0
151	3	3	0	15	2	13	2	3	0
152	0	14	0	4	1	13	1	0	0
153	5	12	0	5	4	10	0	0	0
154	12	2	1	15	2	10	2	0	1
155	3	15	0	0	10	0	0	0	0
156	10	0	1	10	7	9	1	1	0
157	3	9	0	8	5	3	1	0	0
158	9	14	0	11	6	11	0	0	0
159	11	7	1	15	7	6	1	3	1
160	1	4	0	7	13	8	2	0	0
161	3	5	0	8	12	10	1	0	0
162	10	0	1	4	1	4	0	1	1
163	12	7	0	9	2	3	0	2	0
164	0	11	0	3	13	8	1	1	0
165	0	4	0	3	3	4	1	2	0
166	5	3	1	6	10	11	0	2	0
167	12	0	1	5	3	4	0	2	1
168	6	13	1	11	15	12	3	0	0
169	11	9	0	14	13	13	1	0	0
170	1	1	0	8	10	7	1	0	0
171	2	11	0	8	15	13	2	2	0
172	5	2	1	6	6	3	1	1	0
173	13	5	0	15	0	6	0	2	0
174	0	4	0	5	12	5	2	0	0
175	8	4	1	12	10	5	2	3	0
176	12	0	1	3	6	3	0	1	0
177	8	7	0	14	6	7	2	2	0
178	7	4	0	5	0	2	0	0	0
179	9	7	0	8	15	5	1	1	0
180	4	13	0	4	15	11	2	0	0
181	7	4	0	11	5	12	1	2	0
182	6	8	1	13	9	13	3	2	0
183	8	0	0	8	5	10	0	0	0
184	12	3	1	5	6	5	0	2	0
185	12	10	1	15	0	10	0	1	0
186	12	9	0	12	3	4	1	2	1
187	7	9	0	13	14	13	2	2	0
188	4	5	0	15	1	4	1	0	0
189	1	8	0	5	8	7	1	2	0
190	0	3	0	10	11	6	1	2	0
191	10	15	0	3	2	6	0	0	0
192	7	1	0	3	3	6	0	0	0
193	11	10	1	10	5	8	1	0	0
194	0	7	0	3	13	11	2	0	0
195	12	7	1	3	11	1	0	1	0
196	3	15	0	3	4	4	0	1	0
197	4	12	0	13	15	10	2	0	0
198	0	2	0	9	2	2	0	0	0
199	14	6	1	11	5	4	1	0	0
200	1	4	0	5	11	5	1	0	0
201	11	11	0	8	13	13	3	0	0
202	8	9	0	14	8	5	2	0	0
203	7	14	0	8	5	3	1	0	0
204	10	7	1	13	12	12	1	2	0
205	5	4	0	13	8	12	3	2	0
206	0	13	0	2	8	7	1	0	0
207	4	2	0	12	11	12	2	1	0
208	12	0	1	2	10	5	0	0	0
209	5	9	0	3	15	12	2	2	0
210	0	4	0	6	8	9	1	2	0
211	0	12	0	3	10	11	1	0	0
212	7	6	1	14	1	12	1	3	0
213	7	14	0	4	12	10	3	1	0
214	2	14	0	1	12	5	0	0	0
215	12	1	0	2	10	2	0	2	1
216	7	14	0	8	15	9	2	1	0
217	1	5	0	12	4	9	1	1	0
218	3	9	0	7	12	11	2	0	0
219	2	14	0	2	5	9	0	1	0
220	9	10	0	9	13	10	2	0	0
221	0	11	0	13	13	13	2	2	0
222	11	7	0	11	8	7	2	0	0
223	11	1	0	6	3	8	0	1	0
224	10	11	0	10	12	5	1	0	0
225	6	3	1	4	7	9	0	0	0
226	1	7	0	6	12	6	2	2	0
227	11	12	1	12	4	10	2	0	0
228	2	0	0	0	1	0	0	0	0
229	7	0	1	2	3	6	0	0	0
230	11	3	0	9	6	5	1	2	0
231	10	5	0	10	10	9	2	1	0
232	1	10	1	6	6	13	1	0	0
233	6	0	0	7	1	2	0	1	0
234	4	3	0	10	4	12	2	2	0
235	6	15	0	13	8	5	2	0	0
236	10	6	0	7	13	10	1	0	0
237	0	15	0	0	4	4	0	0	0
238	0	14	0	10	4	11	1	0	0
239	12	12	0	15	4	12	1	0	0
240	8	10	0	9	8	11	1	0	0
241	7	0	0	11	2	5	1	1	0
242	12	14	0	11	2	10	1	1	0
243	5	14	0	14	0	8	1	0	0
244	1	7	0	5	13	13	1	3	0
245	12	3	0	6	8	6	0	0	0
246	7	13	0	9	3	3	1	0	0
247	0	9	0	8	13	6	2	0	0
248	0	5	0	5	8	7	1	1	0
249	4	1	0	1	8	1	0	0	0
250	4	7	0	9	11	11	1	2	0
251	10	1	0	10	6	10	1	2	0
252	0	1	0	0	7	1	0	0	0
253	3	11	0	4	7	7	1	0	0
254	11	2	0	13	3	9	1	0	1
255	11	1	0	7	3	4	1	1	0
256	10	12	0	6	12	4	1	0	0
257	4	10	0	9	13	8	1	3	0
258	8	15	0	3	4	10	0	0	0
259	9	0	0	7	2	3	0	0	1
260	9	5	1	12	5	10	2	1	0
261	0	13	0	6	11	6	2	2	0
262	3	1	0	4	3	4	0	0	0
263	11	1	0	14	7	7	2	3	0
264	6	3	0	10	8	7	1	2	0
265	7	7	1	13	7	7	1	1	0
266	8	8	0	1	4	3	0	1	0
267	0	7	0	0	14	5	0	2	0
268	14	9	0	5	13	5	2	0	0
269	11	5	0	2	4	3	0	2	1
270	3	10	0	2	10	2	0	0	0
271	13	6	1	14	10	4	2	3	0
272	12	3	0	13	2	5	1	0	0
273	11	5	0	3	14	4	0	2	0
274	0	14	0	10	4	7	2	0	0
275	8	6	1	6	4	8	1	1	0
276	10	6	0	2	5	2	0	0	0
277	13	10	0	11	1	3	0	2	0
278	2	15	0	8	2	3	1	0	0
279	9	4	0	8	4	4	0	2	0
280	14	13	0	12	8	1	1	0	1
281	0	10	0	5	9	8	2	3	0
282	6	15	1	10	6	13	2	0	0
283	12	1	0	7	5	8	1	0	0
284	0	5	0	4	4	11	2	0	0
285	2	13	0	1	12	6	0	0	0
286	0	3	0	0	7	8	0	1	0
287	2	8	0	8	1	10	1	1	0
288	13	2	0	15	2	13	2	0	0
289	3	10	0	10	7	9	2	1	0
290	9	3	0	2	9	2	1	3	0
291	0	13	0	1	9	2	0	0	0
292	8	13	0	6	1	12	0	1	0
293	13	2	1	7	2	3	0	1	0
294	12	7	1	10	10	10	1	0	1
295	5	14	0	11	6	9	1	0	0
296	1	14	0	7	13	6	1	0	0
297	12	13	0	10	7	5	1	3	0
298	0	4	0	7	12	5	1	1	0
299	6	9	0	3	6	6	0	0	0
300	5	7	0	7	5	2	1	2	0
301	4	11	0	5	12	3	1	0	0
302	7	3	1	8	11	10	3	0	1
303	9	6	0	10	11	8	1	1	0
304	11	6	0	10	10	5	1	3	0
305	14	9	0	9	2	1	0	2	0
306	5	7	1	11	9	12	2	2	0
307	9	10	0	6	15	12	2	0	0
308	5	10	0	8	14	7	3	0	0
309	0	5	0	1	0	1	0	2	0
310	4	14	0	6	9	12	1	1	0
311	5	1	0	2	6	4	0	2	0
312	0	6	0	11	15	12	3	0	1
313	8	14	0	4	12	7	1	0	0
314	12	2	0	11	11	12	2	0	0
315	6	7	1	15	9	11	3	2	0
316	10	10	1	10	14	10	2	2	0
317	0	14	0	6	13	8	2	0	0
318	14	0	0	15	0	0	0	0	0
319	11	2	0	12	4	6	1	0	0
320	11	6	0	12	6	9	1	0	0
321	0	12	0	3	15	4	1	0	0
322	8	7	1	2	3	6	0	0	0
323	3	7	0	14	8	13	3	3	0
324	4	2	0	4	1	4	0	0	0
325	14	5	0	13	11	5	1	1	0
326	9	14	0	8	6	5	1	1	0
327	7	2	0	11	5	9	2	1	0
328	0	6	0	2	6	6	1	0	0
329	12	14	0	1	7	2	0	0	0
330	8	4	0	6	8	9	1	0	0
331	0	12	0	4	12	5	1	1	0
332	9	9	0	0	3	1	0	0	1
333	8	1	0	2	0	2	0	0	0
334	1	10	0	0	8	6	0	0	0
335	13	7	1	3	5	3	0	0	1
336	14	15	0	4	6	7	0	0	0
337	0	15	0	0	13	4	0	0	0
338	14	0	0	5	1	5	0	2	1
339	4	12	0	6	1	12	0	0	0
340	3	1	0	1	1	1	0	0	0
341	3	11	0	4	15	5	2	2	0
342	11	13	0	7	15	10	1	0	0
343	7	10	0	4	8	4	1	1	0
344	11	11	1	7	14	13	1	1	0
345	10	14	1	10	14	8	2	1	0
346	3	6	0	13	13	12	2	2	0
347	1	13	0	2	12	9	0	0	0
348	4	14	0	11	2	6	1	0	0
349	8	1	0	9	0	4	0	0	0
350	2	9	0	11	9	13	1	0	0
351	4	7	0	10	7	12	3	3	0
352	5	2	0	10	5	7	0	0	0
353	10	6	0	8	15	13	2	2	0
354	2	6	0	1	3	4	0	1	0
355	0	0	0	0	1	3	0	0	0
356	5	10	1	11	6	7	2	1	0
357	3	9	0	14	4	10	1	0	0
358	4	1	0	7	9	5	1	1	0
359	4	10	0	5	11	11	1	2	0
360	5	13	0	7	13	10	2	1	0
361	0	6	1	10	12	10	1	0	0
362	0	14	0	4	8	10	1	1	0
363	5	7	0	10	4	5	1	0	0
364	14	11	0	7	15	5	3	0	0
365	12	4	0	2	5	2	0	3	0
366	9	8	1	1	0	1	0	1	0
367	1	7	0	9	11	12	1	1	0
368	9	13	0	15	12	13	3	1	0
369	12	15	0	3	8	1	0	0	0
370	2	1	0	2	9	4	0	1	0
371	0	13	0	6	5	7	1	0	0
372	8	4	0	14	4	6	2	0	0
373	2	7	0	1	0	1	0	0	0
374	9	4	0	11	11	12	3	2	0
375	0	5	0	2	7	1	0	2	0
376	14	1	1	4	9	3	0	0	0
377	0	12	0	0	1	4	0	0	0
378	8	2	0	5	1	5	0	0	0
379	10	15	0	9	10	3	1	1	0
380	4	9	0	7	9	10	2	2	0
381	11	5	1	4	6	7	0	0	1
382	6	7	0	6	12	9	2	0	0
383	4	7	0	14	13	10	3	0	0
384	4	14	0	9	6	6	1	1	0
385	5	5	0	2	9	4	0	2	0
386	0	10	0	6	5	5	1	0	0
387	11	4	0	10	9	6	1	2	0
388	10	1	0	11	6	6	1	1	0
389	12	13	0	1	0	0	0	0	0
390	0	15	0	12	13	13	2	0	0
391	11	9	0	12	4	9	1	1	0
392	7	7	0	11	14	11	3	3	0
393	5	15	0	9	11	12	2	0	0
394	10	15	1	12	8	12	2	0	0
395	0	10	0	7	1	7	0	0	0
396	6	1	0	14	7	10	2	0	0
397	1	14	0	6	9	7	1	0	0
398	5	15	0	2	14	5	0	1	0
399	9	1	0	15	0	5	1	0	0
400	9	8	0	14	4	12	2	1	0
401	0	1	0	0	4	2	0	0	0
402	4	8	0	10	7	13	1	0	0
403	1	8	0	9	15	4	2	2	0
404	8	10	0	14	7	11	3	1	0
405	14	14	1	10	2	1	0	0	0
406	12	5	1	5	9	4	0	2	0
407	12	7	1	5	9	9	1	1	0
408	3	7	0	1	2	5	0	2	0
409	4	13	0	11	11	8	1	0	0
410	5	1	0	4	12	7	2	2	0
411	9	10	0	12	4	10	2	3	0
412	14	5	1	2	3	7	0	1	0
413	9	10	0	11	6	10	2	1	0
414	0	10	0	7	15	9	2	2	0
415	0	6	0	3	12	5	2	1	0
416	0	5	0	14	9	10	2	1	0
417	5	6	0	7	0	2	0	0	0
418	3	8	1	8	11	10	2	2	0
419	6	5	0	9	2	2	1	1	0
420	12	3	1	5	4	2	1	3	0
421	7	15	0	14	0	10	0	0	0
422	10	6	0	5	14	6	2	3	0
423	10	1	0	2	2	8	0	0	0
424	3	14	0	7	9	13	2	0	0
425	10	13	0	8	5	6	0	0	0
426	10	1	0	11	1	4	1	0	0
427	9	11	0	9	14	13	2	1	0
428	4	11	0	11	8	7	1	0	0
429	8	0	0	9	2	5	0	0	0
430	14	2	0	1	15	1	0	0	1
431	9	5	0	4	12	7	0	2	0
432	7	6	0	5	7	5	0	1	0
433	5	9	0	3	15	5	2	1	0
434	12	9	0	9	13	6	2	1	0
435	4	8	0	7	14	6	2	0	0
436	1	14	0	5	12	9	1	0	0
437	3	4	0	5	11	4	2	0	0
438	13	7	1	12	14	13	2	1	1
439	7	9	0	15	7	13	3	0	1
440	1	13	0	0	2	7	0	0	0
441	9	8	0	8	14	2	2	3	0
442	5	7	1	14	9	13	3	1	0
443	2	15	0	0	15	5	0	0	0
444	8	11	1	14	6	10	1	1	0
445	5	7	1	10	4	8	1	0	0
446	3	5	0	7	9	5	1	0	0
447	1	10	0	5	4	10	0	0	0
448	12	9	0	13	6	12	0	0	0
449	6	1	0	5	6	10	0	2	0
450	10	4	1	2	7	2	0	0	0
451	14	0	1	0	3	0	0	0	1
452	14	0	0	5	1	4	0	0	0
453	4	0	0	4	3	7	0	0	0
454	12	5	1	13	3	12	1	1	0
455	9	14	0	14	2	6	1	0	0
456	14	4	0	10	4	1	1	0	0
457	5	13	0	1	6	0	0	0	0
458	1	9	0	4	0	6	0	0	0
459	0	12	1	6	2	9	0	0	0
460	7	0	0	15	1	7	2	0	1
461	6	10	0	12	7	13	2	0	0
462	11	5	1	10	13	4	2	3	1
463	7	10	0	3	10	4	0	0	0
464	3	14	0	1	12	7	0	0	0
465	0	4	0	10	10	13	2	3	0
466	10	9	0	9	10	8	1	2	0
467	11	8	0	11	3	12	1	0	0
468	2	15	0	0	13	7	0	0	0
469	14	7	0	2	5	0	0	1	0
470	5	15	0	1	13	12	1	0	0
471	1	2	1	15	9	10	3	1	0
472	11	2	0	4	9	4	0	1	0
473	14	0	0	5	1	1	0	3	0
474	11	11	0	12	7	10	0	0	0
475	5	14	0	9	9	12	1	0	0
476	4	6	0	7	5	7	0	2	0
477	2	11	0	7	11	7	2	1	0
478	2	13	0	15	0	2	1	0	0
479	4	10	0	7	2	5	1	1	0
480	14	0	0	1	3	0	0	1	0
481	5	6	0	12	2	7	2	0	0
482	0	5	0	8	12	2	1	3	0
483	0	2	0	15	0	3	1	0	0
484	4	7	1	11	2	9	1	0	1
485	0	8	1	4	15	6	2	3	0
486	0	0	0	15	0	7	1	0	0
487	2	12	0	5	8	10	2	0	0
488	4	15	0	14	6	13	3	0	0
489	14	15	1	8	4	5	0	0	1
490	8	14	0	1	15	13	2	1	0
491	4	8	0	9	7	5	1	0	0
492	0	1	0	8	10	13	1	0	0
493	0	5	0	0	1	5	0	0	0
494	6	10	0	9	15	5	3	1	0
495	12	4	0	6	11	9	0	3	0
496	10	9	1	6	15	13	2	0	0
497	9	9	1	14	13	13	2	2	0
498	10	12	0	2	10	4	0	1	0
499	4	2	0	13	2	8	1	1	0
500	11	6	0	5	15	7	1	0	0
501	4	15	0	4	5	11	0	0	0
502	12	5	0	11	6	1	1	1	0
503	13	0	0	5	0	4	0	0	1
504	11	4	0	11	7	10	1	0	1
505	7	3	0	8	14	8	1	3	1
506	10	5	0	4	9	5	0	3	0
507	7	4	0	8	10	6	1	0	0
508	11	10	0	12	11	10	1	0	0
509	2	2	0	6	3	6	1	0	0
510	2	15	0	1	5	4	0	0	0
511	9	9	0	9	9	13	2	0	0
512	11	1	0	14	5	13	2	1	0
513	10	13	0	12	2	7	1	0	0
514	9	2	0	14	2	4	1	0	0
515	7	8	0	10	9	5	1	2	0
516	4	1	1	2	10	4	0	3	0
517	9	2	1	13	2	9	0	0	0
518	14	1	0	0	1	0	0	1	0
519	5	15	0	11	7	13	1	0	0
520	4	12	0	8	12	3	1	1	0
521	8	7	0	7	6	7	1	1	0
522	2	0	1	2	2	2	0	0	0
523	3	10	0	15	0	13	1	0	0
524	14	1	1	6	4	5	0	1	0
525	5	10	0	9	7	5	1	1	0
526	5	5	0	14	12	10	2	1	1
527	0	13	1	0	4	0	0	3	0
528	14	1	0	10	12	5	2	0	0
529	5	10	0	5	9	10	2	0	0
530	1	4	0	4	12	7	1	0	0
531	14	0	0	3	0	0	0	0	0
532	9	10	0	14	3	10	1	0	1
533	11	7	0	15	4	12	2	2	0
534	10	9	0	15	0	5	1	3	0
535	14	5	0	9	4	2	1	0	0
536	14	11	0	0	5	0	0	0	0
537	5	8	0	1	11	7	0	0	0
538	14	1	1	13	7	8	2	2	1
539	6	3	0	8	14	12	2	2	0
540	9	8	0	5	12	8	2	0	0
541	0	7	1	4	6	3	1	0	0
542	12	12	0	13	6	6	2	0	0
543	11	6	0	5	15	10	1	3	0
544	4	14	0	1	13	12	0	0	0
545	3	14	0	4	9	3	1	0	0
546	0	15	0	1	2	11	0	0	0
547	14	2	0	1	2	1	0	0	0
548	13	7	0	7	5	0	0	3	1
549	0	14	0	9	12	10	2	0	0
550	14	12	0	14	2	4	2	0	0
551	4	14	0	9	8	5	1	1	0
552	5	5	0	11	11	4	1	1	0
553	5	10	1	3	10	7	1	0	0
554	11	6	0	12	8	9	1	3	0
555	7	13	0	4	8	13	0	0	0
556	9	5	0	12	5	6	1	2	0
557	3	15	0	9	8	12	1	1	0
558	3	12	0	7	9	7	1	1	0
559	14	4	0	9	3	9	0	1	1
560	10	6	0	13	11	6	2	2	0
561	5	6	0	15	0	13	1	3	0
562	1	15	0	1	7	6	0	0	0
563	9	10	1	13	4	4	2	0	1
564	8	9	0	3	12	11	1	0	0
565	5	0	0	3	2	6	0	0	0
566	1	12	0	5	6	11	1	2	0
567	7	14	0	5	12	12	1	0	0
568	7	2	0	6	11	8	1	3	0
569	14	1	0	2	0	2	0	0	1
570	13	12	0	15	3	12	3	0	0
571	11	0	0	8	4	6	0	0	0
572	10	1	0	3	11	10	0	1	0
573	9	14	0	2	10	7	0	1	0
574	2	13	0	12	10	9	3	0	0
575	1	10	0	1	15	9	0	1	1
576	4	13	1	8	15	13	2	1	0
577	9	0	0	1	1	1	0	1	0
578	14	0	1	4	3	1	0	0	1
579	0	6	0	6	11	9	1	0	0
580	0	7	0	13	3	7	2	2	0
581	8	7	1	12	11	11	1	0	1
582	8	4	0	13	1	9	1	0	1
583	5	8	0	9	15	6	3	2	0
584	11	2	0	15	3	9	2	1	0
585	0	2	0	13	0	8	0	1	0
586	10	6	0	12	8	7	1	0	0
587	5	8	0	9	13	8	1	3	0
588	2	15	0	2	4	9	0	0	0
589	0	1	0	15	0	3	0	1	1
590	0	1	0	0	1	10	0	0	0
591	2	4	0	3	8	2	1	0	0
592	10	3	0	7	3	6	0	1	0
593	2	13	0	9	5	8	1	0	0
594	14	5	1	1	2	1	0	0	0
595	0	0	0	2	2	1	0	0	0
596	11	12	0	10	5	5	0	0	0
597	14	9	1	8	12	4	2	2	0
598	3	7	1	15	0	9	1	1	0
599	7	3	0	6	12	6	2	3	0
600	5	9	0	12	14	7	3	3	0
601	1	5	0	12	6	8	2	0	0
602	0	3	0	2	9	10	0	3	0
603	7	1	1	14	2	8	1	0	0
604	9	4	0	12	6	4	1	1	0
605	14	2	0	12	4	4	1	2	0
606	0	0	0	14	0	5	0	0	0
607	9	0	1	4	3	1	0	2	1
608	11	7	0	14	11	13	2	1	0
609	14	11	0	11	6	1	2	1	0
610	2	8	0	12	6	11	1	1	0
611	14	10	0	1	3	0	0	0	0
612	5	5	0	12	8	10	3	0	0
613	3	13	0	1	2	5	0	0	0
614	0	15	0	0	1	5	0	0	0
615	4	0	0	13	0	4	0	0	0
616	14	13	0	10	0	1	0	0	0
617	0	12	0	2	6	7	0	1	0
618	1	13	0	15	0	8	2	1	0
619	2	11	0	8	6	11	2	0	0
620	5	5	0	8	13	9	1	2	0
621	9	2	0	5	4	7	0	2	0
622	12	14	0	14	3	11	2	1	0
623	12	4	0	11	3	9	0	0	0
624	14	5	1	2	3	2	0	0	0
625	10	13	0	4	8	8	0	0	0
626	5	1	0	4	5	2	0	2	0
627	0	10	0	10	10	10	1	0	0
628	14	0	0	3	1	2	0	0	0
629	14	5	0	0	0	0	0	0	0
630	4	9	0	6	14	4	1	0	0
631	13	4	0	11	8	6	1	0	1
632	0	6	0	11	12	13	2	1	0
633	0	14	0	14	1	6	1	0	0
634	12	6	0	14	5	5	2	3	0
635	2	11	0	1	3	10	1	0	0
636	0	13	0	12	2	3	0	1	0
637	10	7	1	14	3	10	1	2	0
638	1	12	0	5	11	6	1	0	0
639	4	7	1	3	15	8	1	2	0
640	7	13	1	14	4	13	3	0	0
641	4	11	0	4	9	7	1	1	0
642	10	1	0	12	1	3	0	0	0
643	9	12	0	1	2	2	0	0	0
644	4	6	0	13	11	10	2	2	0
645	7	12	1	4	4	12	0	0	0
646	12	5	0	6	14	8	0	2	0
647	2	14	0	9	5	12	1	0	0
648	12	7	0	7	15	12	2	1	0
649	4	4	0	11	2	12	1	1	0
650	8	13	0	10	11	11	2	1	0
651	10	2	0	7	1	6	0	0	0
652	13	3	0	4	12	3	0	3	0
653	9	13	0	8	15	7	1	0	0
654	4	10	0	5	13	10	1	1	0
655	5	4	0	5	10	5	2	2	0
656	7	7	0	6	5	10	1	3	0
657	0	4	0	4	14	5	1	3	0
658	6	8	1	14	14	12	3	0	0
659	1	14	0	1	3	7	0	0	0
660	12	2	0	9	6	12	1	1	0
661	12	1	0	11	5	12	1	0	0
662	6	10	0	13	5	3	1	0	0
663	11	5	0	11	4	6	0	0	0
664	6	9	0	14	4	3	2	0	0
665	7	6	0	8	15	13	2	2	0
666	0	12	0	11	4	6	1	1	0
667	8	4	1	10	9	8	2	1	0
668	13	4	0	7	2	2	0	2	0
669	14	1	0	1	8	5	0	2	0
670	8	12	0	11	10	8	1	1	0
671	9	5	1	9	3	9	0	0	0
672	12	10	1	9	2	5	1	0	0
673	6	4	0	8	3	2	1	3	0
674	3	5	0	5	8	2	1	0	0
675	7	0	0	1	2	1	0	0	0
676	0	2	1	10	5	4	1	0	0
677	12	12	0	7	9	6	0	3	0
678	12	4	0	9	10	7	2	2	0
679	14	0	0	7	1	3	0	0	1
680	2	3	0	3	8	13	0	0	0
681	9	11	0	12	4	9	1	0	0
682	4	3	0	9	13	6	2	2	0
683	12	3	0	7	7	10	1	1	0
684	0	6	0	15	0	7	2	2	0
685	0	14	0	15	0	6	2	0	0
686	14	2	0	12	3	6	0	1	1
687	14	12	0	14	1	3	1	0	1
688	3	9	0	4	15	10	1	1	0
689	4	7	0	6	1	7	0	1	0
690	6	4	1	5	5	10	0	3	0
691	5	7	0	9	14	10	2	2	0
692	5	3	0	15	2	10	3	3	0
693	3	15	0	9	7	3	1	0	0
694	8	3	0	8	9	4	2	2	0
695	14	0	0	0	1	0	0	0	0
