record_id	limit	sex	education	marriage	age	pay0	pay2	pay3	pay4	pay5	pay6	bill_amt1	bill_amt2	bill_amt3	bill_amt4	bill_amt5	bill_amt6	pay_amt1	pay_amt2	pay_amt3	pay_amt4	pay_amt5	pay_amt6	label
42	13	0	3	1	12	0	0	0	0	0	0	1	4	1	3	3	3	9	0	8	7	7	10	0
43	10	1	2	1	5	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
44	9	1	1	1	1	2	2	2	2	2	2	14	14	14	13	14	14	10	10	9	10	10	10	0
45	3	0	2	2	13	2	2	2	4	2	2	7	7	8	7	7	7	3	10	0	2	2	2	0
46	9	0	1	2	4	0	0	1	1	2	2	5	5	5	6	6	5	9	11	11	2	0	0	0
47	0	0	2	2	2	2	2	2	2	2	2	6	5	6	4	5	5	6	2	2	1	1	1	0
48	11	1	1	1	13	2	2	2	2	2	2	15	13	12	12	12	12	7	8	6	7	7	7	0
49	3	1	3	1	5	4	4	4	4	4	4	11	11	11	11	11	11	6	5	6	7	6	7	1
50	9	0	2	1	14	1	2	1	2	1	1	5	10	10	7	6	8	13	13	0	12	12	12	0
51	0	0	3	1	15	3	4	2	2	2	2	5	5	5	4	4	5	0	2	0	0	1	4	1
52	3	1	2	2	14	2	2	2	2	2	2	10	7	7	7	8	8	2	5	5	8	6	6	0
53	5	1	2	2	2	2	2	4	2	2	2	12	13	13	12	12	12	11	0	8	8	9	9	0
54	8	1	2	2	8	2	2	2	1	1	1	6	5	5	5	6	8	3	2	11	12	12	10	0
55	7	1	2	2	2	2	2	2	2	2	2	9	9	9	9	9	10	5	8	7	7	8	6	0
56	2	1	2	2	5	2	2	4	2	2	0	8	7	5	4	1	1	6	0	2	0	0	0	0
57	9	1	2	2	8	2	2	2	2	2	2	14	13	13	12	12	13	9	9	8	8	9	8	0
58	3	1	2	1	15	2	2	2	2	2	2	11	10	9	9	7	7	5	5	5	3	4	3	0
59	2	1	1	1	5	2	2	2	2	2	4	8	9	9	7	8	8	5	3	1	5	0	4	0
60	1	1	1	2	2	3	4	4	4	4	5	5	5	6	5	5	6	5	2	0	6	0	0	1
61	14	0	1	1	14	1	1	1	1	1	1	7	5	6	12	5	6	12	12	12	11	12	12	0
62	2	0	1	1	13	3	4	4	4	5	4	8	8	9	9	9	9	0	8	7	0	0	4	0
63	7	1	2	2	2	4	2	2	1	1	2	14	14	13	3	12	12	10	8	7	12	8	8	0
64	5	1	3	1	15	2	2	2	2	0	0	10	11	11	1	1	1	6	6	0	0	0	0	0
65	8	0	2	2	7	2	2	2	2	2	1	9	9	7	6	3	4	4	5	5	1	10	8	0
66	2	1	2	1	10	2	2	2	2	2	2	9	9	10	9	9	10	7	5	4	5	5	6	0
67	4	1	2	1	12	2	2	0	0	0	0	9	1	1	1	1	1	0	0	0	0	0	0	1
68	3	1	3	1	14	2	2	2	2	2	2	9	9	8	9	8	8	5	5	9	6	12	0	0
69	8	0	2	2	5	0	0	0	0	0	0	2	2	0	2	1	3	1	0	1	0	4	0	0
70	9	0	1	2	6	0	0	0	0	1	2	6	3	3	7	11	11	10	2	12	12	12	11	0
71	14	1	1	1	14	0	0	0	0	0	0	4	5	8	5	5	8	11	13	11	11	12	10	0
72	3	1	2	1	11	2	2	2	2	2	2	9	9	9	9	9	8	3	5	2	4	3	1	0
73	5	1	3	1	11	3	4	4	4	4	4	9	10	10	10	10	10	5	5	5	0	8	5	0
74	13	0	2	1	11	3	4	1	4	1	1	4	3	4	2	2	3	0	8	0	5	5	5	0
75	1	0	1	1	11	2	2	2	2	2	2	9	7	7	6	7	7	8	4	5	2	2	2	0
76	3	0	2	1	2	2	2	2	2	2	2	11	12	12	11	11	11	6	6	6	8	7	7	0
77	8	1	1	2	5	2	2	2	2	2	2	13	11	10	9	13	13	7	8	5	12	9	9	0
78	8	0	2	1	14	1	1	1	1	1	2	2	2	2	3	6	8	1	1	6	12	10	10	0
79	5	1	3	1	4	0	0	0	0	0	0	3	5	2	1	1	2	11	1	1	1	1	4	0
80	8	0	4	1	11	2	2	2	2	2	2	14	14	15	14	14	14	10	11	10	10	10	10	0
81	8	1	2	1	12	0	0	0	0	0	0	1	3	2	2	4	3	2	1	6	9	5	8	0
82	10	1	1	2	5	2	2	2	2	2	2	13	13	12	11	12	12	12	12	9	11	7	11	0
83	8	1	1	1	11	1	1	1	1	1	1	6	5	3	2	3	2	10	8	6	7	3	6	0
84	2	0	3	2	2	4	4	4	4	4	4	6	6	6	6	6	6	5	5	0	8	0	6	0
85	2	1	2	1	2	1	1	1	1	1	1	4	5	4	2	1	6	11	7	4	0	11	6	0
86	2	0	2	1	9	4	4	2	2	2	2	9	8	9	8	9	9	0	5	2	3	4	0	0
87	7	1	1	2	0	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
88	14	1	1	1	5	2	2	1	2	2	1	5	5	4	5	3	3	2	10	10	0	7	9	0
89	6	1	2	2	7	3	1	4	1	5	4	1	2	2	2	2	2	1	0	5	0	0	3	1
90	12	1	1	2	6	2	2	2	2	4	1	10	10	10	9	9	2	4	4	1	0	1	2	0
91	10	0	3	1	5	3	4	2	2	2	2	15	15	15	14	14	14	0	12	10	11	11	10	0
92	3	0	1	2	8	1	1	1	2	2	2	8	8	10	10	10	1	13	13	9	12	12	0	0
93	13	1	1	1	8	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	10	10	10	0
94	4	1	1	2	2	1	1	1	1	1	1	4	2	6	3	4	1	1	12	8	9	0	0	0
95	6	1	2	2	10	4	4	4	4	2	2	12	13	13	12	12	12	10	9	0	8	8	8	1
96	8	1	2	2	10	1	1	1	1	1	1	6	6	3	4	8	1	12	6	10	12	0	12	0
97	13	0	2	1	15	1	1	1	1	0	1	9	6	5	3	2	4	12	11	7	4	8	12	1
98	13	1	1	1	9	1	1	1	4	1	1	1	2	2	1	3	3	1	1	0	8	7	0	0
99	6	1	2	1	7	2	2	2	2	2	2	13	13	13	13	13	13	10	10	8	9	9	9	0
100	2	1	2	1	10	2	2	2	2	4	2	4	5	7	5	5	5	2	5	8	0	1	2	0
101	11	0	3	2	13	2	2	2	2	2	2	15	15	12	11	11	11	12	6	5	5	5	4	0
102	5	1	2	1	12	0	0	0	0	0	0	3	2	5	4	4	2	2	11	9	9	3	3	0
103	14	0	1	2	7	3	4	4	0	0	0	14	5	1	8	8	10	0	0	12	2	12	4	0
104	13	1	1	1	6	3	1	1	2	1	1	0	1	6	4	1	1	1	12	0	1	0	4	0
105	2	1	3	1	1	4	2	2	2	2	2	8	9	9	8	8	9	6	4	2	3	6	3	0
106	5	1	2	2	1	1	1	1	1	1	1	1	1	3	4	1	2	0	5	10	1	2	2	0
107	2	0	2	2	10	2	2	4	4	4	4	9	8	9	8	9	9	10	6	1	7	3	2	0
108	3	1	2	1	11	5	4	4	0	0	0	4	4	0	0	0	0	0	1	0	0	0	0	0
109	12	0	2	2	10	4	4	4	2	2	2	14	14	14	14	14	14	10	0	10	10	10	10	1
110	7	0	1	1	6	1	1	0	0	0	1	6	1	1	1	1	6	0	0	0	0	11	12	0
111	9	1	2	2	3	4	4	2	2	2	2	15	14	14	13	13	13	0	11	9	10	10	11	0
112	5	1	2	2	11	4	4	4	4	4	4	12	12	13	12	12	12	6	11	7	0	10	0	0
113	13	1	1	2	8	4	4	4	4	4	4	15	15	15	14	14	14	12	13	11	11	12	11	0
114	3	1	2	2	8	2	2	2	2	2	2	11	12	12	11	12	12	4	7	5	6	5	0	0
115	12	0	1	1	14	1	1	1	1	1	1	4	9	5	7	2	5	13	11	12	4	11	8	0
116	5	1	2	2	2	2	2	2	2	2	2	11	12	12	11	11	12	6	6	6	7	8	7	0
117	3	1	2	2	6	4	4	4	4	4	4	8	9	9	9	9	9	4	4	4	4	4	5	1
118	11	1	2	1	6	3	4	4	4	2	2	5	5	6	3	3	4	0	9	2	4	6	0	1
119	12	1	1	2	4	2	2	2	2	2	2	8	9	10	10	12	13	2	12	11	12	12	2	0
120	0	0	3	3	15	3	4	2	2	2	2	5	5	5	4	5	5	0	2	1	1	1	1	0
121	5	1	1	2	2	3	4	4	4	4	4	13	13	13	12	13	13	9	9	0	10	8	0	0
122	9	1	3	1	15	2	2	2	2	2	2	12	11	11	11	11	11	7	7	6	6	6	6	0
123	10	1	1	2	6	2	2	2	2	2	2	6	6	7	5	6	8	5	10	2	5	11	2	0
124	9	1	2	2	8	3	1	4	1	2	2	0	5	4	5	4	4	12	0	11	0	0	12	0
125	11	1	2	1	11	2	2	2	2	2	2	15	15	15	14	14	14	11	12	10	11	12	11	0
126	3	1	3	2	6	4	2	2	2	2	2	12	12	12	11	9	9	8	7	6	4	4	4	1
127	3	1	3	2	15	2	2	2	2	2	2	10	10	11	7	7	7	10	6	7	3	7	3	0
128	2	0	3	1	14	2	2	4	2	2	0	8	9	9	9	1	1	8	0	3	0	0	0	0
129	14	0	1	2	7	2	2	2	2	2	2	15	15	15	14	13	13	11	11	11	9	9	9	0
130	9	0	2	1	10	2	2	2	2	2	2	13	13	13	13	13	13	8	10	9	12	9	10	0
131	3	1	2	2	7	2	1	2	2	2	2	5	3	4	4	4	1	7	5	5	6	0	0	0
132	11	1	1	1	14	0	0	0	1	1	1	4	2	4	4	4	5	1	8	10	10	11	9	0
133	6	1	2	3	10	1	1	1	2	2	1	2	1	6	4	5	2	0	12	5	6	1	1	0
134	3	1	3	2	13	2	2	2	2	2	2	10	10	11	9	9	9	6	6	4	4	4	4	0
135	10	1	1	2	5	0	0	0	0	0	0	7	6	5	7	4	1	12	11	12	11	1	12	0
136	9	1	3	1	5	2	2	2	2	2	2	15	15	15	14	13	13	11	11	10	9	9	9	0
137	12	1	1	2	6	1	1	1	1	1	2	6	7	7	4	14	13	13	13	11	12	0	12	0
138	1	1	2	2	1	3	4	2	2	4	2	4	4	6	5	5	6	0	10	4	0	9	9	1
139	5	1	2	2	2	2	2	2	2	4	4	12	12	12	11	12	12	8	8	7	7	8	5	0
140	2	1	2	2	2	2	2	2	2	2	2	8	8	9	8	7	9	5	5	4	5	3	3	0
141	5	1	5	2	7	2	2	2	2	2	2	10	10	11	10	11	11	10	10	5	6	6	9	0
142	14	1	1	1	13	2	2	2	2	2	2	15	15	15	14	14	14	13	12	12	12	12	12	0
143	14	0	3	2	5	0	0	0	0	0	0	2	1	1	1	1	3	0	0	0	0	5	0	0
144	12	1	1	2	5	2	1	2	1	1	1	5	6	8	3	2	3	12	12	12	2	10	4	0
145	10	0	2	2	1	2	2	2	2	2	2	9	10	10	10	10	10	4	5	5	5	7	6	1
146	11	0	1	1	15	2	2	2	1	2	2	3	3	0	1	2	1	2	0	1	0	0	0	0
147	5	0	1	1	15	2	2	2	2	2	2	10	10	10	10	10	10	4	5	4	4	5	4	0
148	3	0	1	2	7	4	2	2	4	2	2	6	7	8	7	7	8	4	9	0	2	2	4	0
149	7	1	2	1	3	3	4	4	2	2	2	14	14	14	13	13	13	9	0	9	9	10	9	0
150	8	1	1	2	5	1	2	1	2	2	2	3	4	6	5	5	5	8	12	2	3	0	9	0
151	3	0	3	2	13	2	2	2	2	2	0	9	9	9	8	1	1	5	5	5	0	0	0	0
152	4	1	2	2	0	2	2	2	2	1	1	9	8	8	7	6	6	10	10	11	12	11	12	0
153	2	1	1	2	2	2	2	2	2	2	1	5	4	4	3	4	2	7	2	3	6	2	10	0
154	9	1	2	1	11	2	2	2	2	2	2	10	10	10	10	10	10	7	5	9	6	7	8	0
155	3	1	2	1	6	4	6	5	4	2	2	6	6	6	4	3	1	0	0	0	0	0	0	1
156	14	1	2	2	11	2	2	2	2	2	2	15	15	15	14	14	14	13	13	12	12	12	12	0
157	10	1	1	2	5	1	2	1	1	1	2	8	8	6	8	8	7	13	12	12	12	11	12	0
158	3	1	3	2	1	2	2	2	2	2	2	10	10	10	9	9	9	4	4	4	4	4	4	0
159	1	0	1	2	1	1	1	1	1	1	1	4	4	5	4	3	2	9	11	10	8	5	8	0
160	11	1	2	1	10	2	2	2	1	2	2	11	13	11	9	8	6	13	6	12	12	0	10	0
161	11	1	1	2	9	1	1	1	1	1	1	5	6	4	5	5	5	6	11	11	11	11	8	0
162	14	0	2	1	13	2	2	2	2	2	2	13	13	13	12	13	13	8	10	8	8	9	10	0
163	7	1	1	2	2	2	2	2	2	2	2	15	15	15	14	11	11	10	10	10	9	6	6	0
164	1	1	2	1	10	3	1	1	0	0	0	1	3	1	1	1	1	5	0	0	0	0	0	1
165	7	1	2	2	3	4	4	5	4	2	2	14	14	14	13	13	13	12	0	0	10	9	10	0
166	3	1	2	1	14	2	2	2	2	2	2	11	10	11	8	9	8	6	7	2	4	3	3	0
167	13	1	2	1	9	2	2	4	2	2	4	11	10	10	10	11	8	12	0	12	9	0	12	0
168	6	1	2	1	14	1	1	0	0	1	1	1	1	1	1	3	1	0	0	0	6	0	0	0
169	3	0	2	2	12	2	2	2	2	2	2	10	10	9	6	6	7	5	3	1	2	3	3	0
170	2	0	2	2	12	4	4	4	4	4	4	6	7	7	6	6	7	8	0	6	0	5	0	1
171	7	1	3	1	5	2	2	2	2	2	2	5	5	5	5	5	5	2	3	2	5	3	3	0
172	12	0	2	2	5	4	4	2	2	2	4	15	15	15	14	13	13	0	11	11	12	0	8	1
173	7	1	1	2	2	1	1	1	1	1	1	4	3	5	1	2	1	6	11	0	2	0	0	0
174	12	0	5	1	10	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0
175	3	0	3	1	12	4	2	2	4	2	2	5	6	6	6	6	7	5	8	0	6	6	0	1
176	1	0	2	2	0	3	5	4	4	2	2	5	5	5	4	4	5	0	2	0	1	5	0	1
177	3	0	1	2	5	4	4	4	1	4	4	4	4	4	1	1	3	6	0	1	0	6	0	1
178	6	1	2	1	11	2	2	2	2	2	2	11	10	10	9	9	9	4	8	3	4	4	2	0
179	8	1	2	2	8	1	1	1	1	1	2	6	4	3	1	4	4	9	3	0	9	0	5	0
180	3	1	3	2	13	4	4	4	4	4	4	9	10	10	10	10	10	6	0	8	6	0	6	1
181	10	1	1	2	13	1	1	1	1	1	1	4	9	5	4	5	5	13	11	9	11	11	11	0
182	1	1	1	2	4	2	1	1	4	2	2	4	4	8	5	5	5	10	13	0	0	0	4	0
183	1	0	2	2	1	2	2	2	2	2	2	7	7	8	7	7	7	3	3	3	2	2	1	0
184	9	1	2	1	10	3	1	4	1	1	1	0	2	1	4	8	6	2	0	10	12	12	7	1
185	13	1	1	1	15	1	1	0	0	1	2	2	1	1	1	1	3	0	0	0	1	3	4	0
186	11	1	1	2	7	0	0	0	1	2	2	4	3	2	1	1	0	6	1	0	0	0	0	0
187	14	0	2	2	5	2	2	2	2	2	2	14	14	14	13	11	12	10	10	9	8	7	9	0
188	9	0	1	1	15	1	1	1	1	1	1	2	2	3	2	2	2	1	3	1	4	2	3	0
189	6	1	2	1	8	3	0	0	0	1	4	1	1	1	1	11	3	0	0	0	12	0	6	1
190	3	0	1	2	8	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
191	9	1	1	1	10	1	1	1	1	1	1	4	8	6	3	4	4	13	12	9	10	10	10	0
192	14	0	1	2	14	0	0	0	0	0	0	15	15	15	14	14	13	1	12	11	9	8	4	1
193	9	1	2	1	11	0	0	0	1	2	2	0	0	3	2	3	1	0	4	5	0	0	0	0
194	1	0	2	2	12	2	2	4	4	4	4	4	5	5	5	5	5	6	0	5	0	3	0	0
195	3	0	2	1	13	1	2	1	2	2	2	3	1	5	4	4	4	1	11	0	0	0	12	0
196	5	1	1	2	3	2	2	2	2	2	2	11	11	12	11	11	11	6	7	6	6	7	7	0
197	2	0	2	2	10	2	1	4	2	2	2	2	3	3	1	1	0	6	0	0	0	0	3	1
198	3	1	2	1	11	2	2	2	2	2	2	5	5	6	5	5	6	2	2	3	1	1	1	0
199	3	0	1	1	11	1	1	1	1	1	1	5	7	7	5	3	6	13	13	11	8	12	11	0
200	8	1	3	1	4	2	2	2	2	2	2	9	9	10	9	9	10	6	5	5	8	4	9	0
201	11	1	1	1	12	2	1	1	2	1	1	5	4	6	4	6	6	8	12	0	12	12	11	0
202	6	1	2	1	13	4	1	1	1	1	1	2	2	3	2	2	2	1	2	2	4	3	11	0
203	14	1	2	2	7	2	2	2	2	2	2	11	12	12	10	10	11	12	11	10	6	12	8	0
204	13	1	3	1	7	2	2	2	2	2	2	7	7	7	6	7	8	4	3	3	3	11	3	0
205	3	0	2	2	5	2	2	4	2	2	0	3	4	4	3	1	1	6	0	0	0	0	0	0
206	6	0	1	1	14	4	4	4	4	4	4	13	14	14	13	13	13	9	10	9	9	9	9	0
207	2	1	1	1	14	2	2	2	4	4	4	8	8	9	8	9	9	5	5	6	5	0	4	1
208	2	1	2	2	0	0	0	0	0	0	0	1	2	4	3	2	1	1	8	8	5	0	0	0
209	13	1	2	1	11	1	1	1	1	1	2	2	2	2	2	6	6	1	1	2	12	3	3	0
210	3	1	2	1	2	2	2	1	2	2	2	3	4	6	5	6	6	8	13	4	6	3	6	0
211	14	0	2	1	11	9	8	7	6	5	4	15	15	15	14	14	14	0	0	0	0	6	12	1
212	1	0	3	2	13	3	1	1	1	1	0	1	2	1	2	1	1	1	0	1	0	0	0	0
213	3	0	2	1	11	2	2	2	2	2	2	7	7	8	6	7	7	4	3	1	3	2	3	0
214	7	0	1	2	2	1	1	1	1	0	0	3	5	2	0	0	0	11	1	0	0	0	0	0
215	12	0	2	2	5	2	2	2	2	2	2	10	11	11	10	11	11	10	10	9	9	9	9	0
216	13	1	3	2	5	1	1	1	1	2	2	4	4	4	3	4	5	10	9	9	9	7	6	0
217	1	1	1	2	0	3	4	4	2	2	4	6	6	6	5	5	5	2	0	0	1	0	0	0
218	8	1	2	1	3	4	4	2	2	2	2	15	14	14	13	13	13	0	10	8	8	8	7	1
219	8	0	2	2	3	2	2	2	2	2	2	14	14	14	13	13	13	9	10	8	9	9	9	0
220	3	1	3	1	15	4	4	4	4	2	2	9	10	10	9	10	10	5	6	0	6	8	10	0
221	9	1	2	1	8	3	0	0	0	0	1	1	1	1	1	1	2	0	0	0	0	2	0	0
222	3	1	2	1	11	2	2	2	2	2	2	9	9	8	8	7	7	3	3	3	2	2	3	0
223	7	1	2	2	2	2	2	2	2	2	2	14	14	14	13	13	13	10	9	9	8	9	9	0
224	10	1	1	2	11	2	2	2	2	2	2	11	10	10	10	9	9	5	6	5	5	6	6	0
225	1	0	3	1	9	2	2	2	2	2	2	7	7	8	7	7	6	4	3	1	2	2	0	0
226	13	1	2	1	13	0	0	0	0	0	0	4	2	3	0	13	4	1	7	0	12	10	1	0
227	6	1	2	2	4	2	2	2	2	2	2	12	12	12	11	11	12	6	8	6	7	6	7	0
228	10	0	1	2	14	2	2	2	4	2	2	13	14	14	13	13	13	10	13	0	9	10	8	0
229	2	0	2	1	14	2	2	2	2	2	2	8	8	9	8	10	8	7	7	5	8	11	6	1
230	0	0	2	2	0	1	2	2	2	2	0	5	5	5	5	1	1	3	3	2	0	0	0	0
231	5	1	3	1	13	1	1	5	4	1	1	2	5	5	4	3	3	11	0	0	6	7	7	0
232	3	1	2	1	13	2	2	2	2	2	2	12	12	8	8	8	6	8	5	5	5	3	3	0
233	4	1	2	2	4	2	2	2	2	2	2	12	12	12	12	12	12	7	7	8	7	7	7	0
234	12	0	2	1	10	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	11	11	11	1
235	3	1	3	2	2	2	2	2	2	2	2	11	10	11	8	9	9	6	5	2	3	4	2	0
236	4	1	3	1	11	2	2	2	2	2	2	9	9	10	9	10	10	3	5	5	4	7	8	0
237	8	1	2	1	15	1	1	4	1	1	1	2	6	5	2	2	2	12	0	9	7	5	10	0
238	3	0	2	1	6	1	1	4	4	0	0	2	3	2	1	1	1	6	0	0	0	0	0	0
239	14	1	2	1	13	1	1	1	0	1	2	2	3	1	1	4	3	3	0	0	9	0	0	0
240	6	1	1	1	6	3	4	7	6	6	6	12	13	13	12	12	13	13	0	9	10	9	9	0
241	5	1	2	2	11	2	2	2	2	2	2	13	13	13	12	11	11	9	10	8	9	7	9	0
242	10	1	1	1	13	2	2	2	2	2	2	13	11	11	10	10	7	13	12	9	4	6	11	0
243	11	0	2	2	2	2	2	2	2	2	2	14	14	15	14	14	14	11	11	10	10	12	0	0
244	12	0	1	2	7	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
245	7	0	2	2	7	4	4	0	0	1	4	13	1	1	1	13	13	0	0	0	12	0	10	1
246	14	1	2	1	10	0	0	0	0	0	0	4	4	4	3	3	3	10	10	9	6	6	9	0
247	2	1	2	2	1	4	4	4	2	2	2	8	9	9	8	9	9	8	0	3	4	5	0	0
248	11	1	3	2	12	1	1	0	0	0	0	5	1	1	1	1	1	0	0	0	0	0	0	1
249	14	0	1	2	13	1	1	1	1	1	1	3	4	4	4	4	4	9	8	11	10	10	9	0
250	5	1	1	2	4	2	2	2	2	2	2	7	8	8	7	8	8	4	5	3	2	3	6	0
251	5	1	2	1	5	2	2	2	2	2	2	13	13	14	13	13	13	10	10	9	9	9	10	0
252	3	1	2	2	13	2	2	2	2	2	2	11	11	11	10	5	6	6	6	7	6	6	6	0
253	3	1	2	2	6	2	2	2	2	2	2	11	11	11	11	8	9	7	8	6	4	4	5	0
254	11	1	1	1	6	1	2	2	2	2	4	5	8	9	8	10	10	13	5	5	11	0	6	0
255	9	1	1	1	7	1	1	1	1	1	1	2	2	3	4	3	3	1	2	10	9	8	0	0
256	6	0	2	1	11	2	2	2	2	2	2	11	11	11	11	11	11	5	6	6	6	6	6	0
257	12	1	1	2	3	3	1	4	4	0	0	1	2	2	1	1	1	1	0	0	0	0	0	1
258	2	1	2	2	0	2	2	2	2	2	2	8	8	9	8	8	9	3	3	4	3	3	4	1
259	4	1	3	2	15	2	2	2	2	2	2	12	13	13	8	7	5	8	6	3	5	1	1	0
260	3	1	3	1	2	3	4	2	2	2	2	10	10	9	8	8	8	0	3	4	5	5	5	1
261	13	1	1	2	7	2	2	2	2	2	2	12	13	13	12	13	13	8	10	9	11	11	11	0
262	12	1	1	2	9	2	2	2	2	2	2	10	10	10	9	9	6	10	5	5	2	1	2	0
263	9	1	2	2	5	2	2	2	2	2	2	13	12	12	12	12	11	8	7	7	8	7	6	0
264	4	1	2	2	3	2	2	2	2	2	2	8	7	8	6	5	5	10	8	7	0	3	11	0
265	11	0	2	2	6	2	2	2	2	2	2	15	15	15	14	14	14	11	11	10	10	10	10	0
266	10	1	2	2	2	1	1	1	1	1	1	4	2	6	2	3	3	1	12	3	7	4	0	0
267	3	1	2	2	11	2	2	2	0	0	0	10	9	1	1	1	1	5	0	0	0	0	0	0
268	10	1	1	2	5	0	0	0	1	2	2	3	5	4	6	12	3	11	9	12	12	0	9	0
269	8	0	2	2	2	2	2	2	2	2	2	14	13	12	5	5	5	10	8	1	3	3	1	0
270	4	0	3	2	7	3	1	1	1	0	0	1	4	2	1	1	1	8	1	0	0	0	0	0
271	7	1	1	2	4	0	0	0	0	0	0	5	3	4	4	2	1	5	10	11	5	0	5	0
272	2	0	1	2	0	2	2	2	5	4	2	7	8	9	8	8	8	10	10	0	0	4	7	0
273	9	1	3	1	8	2	2	2	2	2	2	15	15	14	13	13	13	10	9	10	8	8	10	0
